
"id","comment","annotation"
"14369","কেদোনা বাচা!! তোমার বাবা পারেনাই তো কি হয়েছে?? তোমরা আছো না","positive"
"14370","ধন্যবাদ অল্প কথায় অনেক কিছু সবার চোখে আঙ্গুল দিয়ে দেখিয়ে দেওয়ার জন্য","positive"
"14371","দেশটি কারো বাপ দাদার তাল্লুক ভাবলে যায় হয় আর কি! এ জাতি এখন অধঃপতেনের চূড়ান্ত সীমায় অবস্থান করছে বলে মনে হচ্ছে","negative"
"14372","তার নাম েখন মানুসে জেনে গেচেন","positive"
"14373","গ্রেপ্তার–বাণিজ্য, ক্রসফায়ার বা বন্ধুকযুদ্ধ আইনের পথ নয়, প্রতিশোধের পথ অার অামরাতো প্রতিশােধ পরায়ন জাতী ক্ষমাশীল মহানুভবতার দৃষ্টান্ত অামাদের সমাজে বিরল","negative"
"14374","চায়না মোবাইলে সুটিং নাকি , এত ঘোলা কেন","negative"
"14375","আহা ! কি সাধু রে আওয়ামিলীগ কোন সনএাস করে নাই","negative"
"14376","২৪ বছর আগে খোকনের বাবার কাছে মির্জা সাহেব একবার হেরেছেন আবার ছেলের কাছেও হারবে ২৪ বছর পর","negative"
"14377","এ পোড়ার দেশে মনে কস্ট নেই এমন মা পাবেন না","negative"
"14378","কিন্তু আওয়ামীলীগতো তাদের নিজেদেরউপর যে নির্যাতন হয়েছিল, তার জবাব এখনো দেয়নি","negative"
"14379","বিএনপি ০-৩ তে হােয়াইট ওয়াস হল","negative"
"14380","২০০৬ সালে ৩৩৭ কোটি ৮০ লাখ ডলার আর ২০১৩ সালে ৯৬৬ কোটি ৬০ লাখ ডলার!!! এখানে বিএনপির ভেতরে বাইরের কারো না কারো গন্ধ থাকলে এতক্ষনে মন্তব্যকারিদের মন্তব্যে ভেসে যেতাম আমরা","negative"
"14381","আল্লাহ উনাকে জান্নাতবাসী করুন!এই দোয়াই করি","positive"
"14382","এসব নিয়ে প্রশ্ন করা হলে, দায়িত্বপ্রাপ্তরা একটাই কথা বলবেন, এটা বিচ্ছিন্ন ঘটনা","negative"
"14383","২৫০","neutral"
"14384","তাহলে জনগনের ক্ষমতা জনগনের ক্ষমতা বলে চিল্লিয়ে লাভ কি?","negative"
"14385","জানি না কি হবে","negative"
"14386","জামাতের প্রার্থী এমন এক দল করেন যার পরিচয় তিনি প্রকাশ্যে দিতে পারেন না","negative"
"14387","সত্য এবং সুন্দর কথা বলেছেন আপনি","positive"
"14388","দুর হ হতভাগা","negative"
"14389","আমীন","positive"
"14390","এতে বাংলাদেশি হিসেবে আমাদের আনন্দে উদ্বেলিত হওয়ার কিছু নেই","negative"
"14391","একইভাবে ভারতের ব্যাটসম্যানরাও ভেঙ্গে পড়বে","negative"
